id,country,city,latitude,longitude,altitude
"2652","Croatia","vukovar","45.3433333","18.9997215","103.0"
"2653","Croatia","dubrovnik","42.6480701","18.0921650","51.0"
"2654","Croatia","bjelovar","45.8986111","16.8488884","111.0"
"2655","Croatia","koprivnica","46.1627778","16.8274994","118.0"
"2656","Croatia","pozega","45.3402778","17.6852779","154.0"
"2657","Croatia","zapresic","45.8563889","15.8077774","128.0"
"2658","Croatia","solin","43.5500000","16.5000000","75.0"
"2659","Croatia","cakovec","46.3844444","16.4338894","168.0"
"2660","Croatia","virovitica","45.8319444","17.3838882","117.0"
"2661","Croatia","samobor","45.8030556","15.7180557","138.0"
"2662","Croatia","kutina","45.4750000","16.7819443","123.0"
"2663","Croatia","metkovic","43.0541667","17.6483326","10.0"
"2664","Croatia","petrinja","45.4375000","16.2900009","133.0"
"2665","Croatia","zupanja","45.0775000","18.6975002","79.0"
"2666","Croatia","rovinj","45.0800000","13.6400003","17.0"
"2667","Croatia","makarska","43.2969444","17.0177784","133.0"
"2668","Croatia","nova gradiska","45.2550000","17.3830547","130.0"
"2669","Croatia","krizevci","46.0219444","16.5424995","138.0"
"2670","Croatia","sinj","43.7036111","16.6394444","320.0"
"2671","Croatia","knin","44.0438889","16.2000008","221.0"
"2672","Croatia","slatina","45.7033333","17.7027779","107.0"
"2673","Croatia","trogir","43.5125000","16.2516670","52.0"
"2674","Croatia","porec","45.2258333","13.5938892","17.0"
"2675","Croatia","daruvar","45.5905556","17.2250004","191.0"
"2676","Croatia","cepin","45.5236111","18.5633335","106.0"
"2677","Croatia","ogulin","45.2661111","15.2286110","326.0"
"2678","Croatia","beli manastir","45.7700000","18.6036110","101.0"
"2679","Croatia","nasice","45.4886111","18.0877781","150.0"
"2680","Croatia","valpovo","45.6608333","18.4186115","87.0"
"2681","Croatia","labin","45.0950000","14.1197224","234.0"
"2682","Croatia","opatija","45.3391667","14.3083334","1.0"
"2683","Croatia","umag","45.4313889","13.5238886","-9999.0"
"2684","Croatia","podstrana","43.4833333","16.5833340","389.0"
"2685","Croatia","novska","45.3405556","16.9769440","150.0"
"2686","Croatia","belisce","45.6802778","18.4058342","93.0"
"2687","Croatia","visnjevac","45.5686111","18.6138897","99.0"
"2688","Croatia","crikvenica","45.1772222","14.6927776","129.0"
"2689","Croatia","tenja","45.4980556","18.7472229","103.0"
"2690","Croatia","ivankovo","45.2886111","18.6838894","76.0"
"2691","Croatia","omis","43.4447222","16.6886120","65.0"
"2692","Croatia","vodice","43.7608333","15.7827778","24.0"
"2693","Croatia","gospic","44.5461111","15.3747225","561.0"
"2694","Croatia","ilok","45.2222222","19.3769436","136.0"
"2695","Croatia","otok","45.1466667","18.8838882","86.0"
"2696","Croatia","stobrec","43.5025000","16.5222225","1.0"
"2697","Croatia","pitomaca","45.9505556","17.2294445","108.0"
"2698","Croatia","senj","44.9894444","14.9058332","70.0"
"2699","Croatia","ivanec","46.2230556","16.1200008","233.0"
"2700","Croatia","jastrebarsko","45.6683333","15.6486111","150.0"
"2701","Croatia","darda","45.6280556","18.6997223","97.0"
"2702","Croatia","borovo","45.3763889","18.9669437","92.0"
"2703","Croatia","biograd na moru","43.9433333","15.4519444","30.0"
"2704","Croatia","gunja","44.8800000","18.8533325","82.0"
"2705","Croatia","pazin","45.2402778","13.9366665","278.0"
"2706","Croatia","malarm","45.7575794","15.9771624","116.0"
"2707","Croatia","vrbovec","45.8833333","16.4216671","116.0"
"2708","Croatia","pakrac","45.4363889","17.1888885","184.0"
"2709","Croatia","krapina","46.1608333","15.8788891","241.0"
"2710","Croatia","dalj","45.4900000","18.9847221","73.0"
"2711","Croatia","bosnjaci","45.0502778","18.7555561","76.0"
"2712","Croatia","delnice","45.4008333","14.7997227","700.0"
"2713","Croatia","nedelisce","46.3758333","16.3875008","172.0"
"2714","Croatia","josipovac","45.5827778","18.5813885","104.0"
"2715","Croatia","otocac","44.8694444","15.2375002","470.0"
"2716","Croatia","imotski","43.4466667","17.2166672","377.0"
"2717","Croatia","popovaca","44.6391667","15.1791668","588.0"
"2718","Croatia","prelog","46.3350000","16.6155548","152.0"
"2719","Croatia","orahovica","45.5400000","17.8847218","195.0"
"2720","Croatia","garesnica","45.5744444","16.9413891","121.0"
"2721","Croatia","cerna","45.1819444","18.6894436","76.0"
"2722","Croatia","trnovec","46.3858333","16.3119450","180.0"
"2723","Croatia","lepoglava","46.2105556","16.0355549","234.0"
"2724","Croatia","bibinje","44.0666667","15.3000002","123.0"
"2725","Croatia","preko","44.0811111","15.1875000","1.0"
"2726","Croatia","privlaka","45.1947222","18.8374996","82.0"
"2727","Croatia","podvinje","45.1902778","18.0269451","94.0"
"2728","Croatia","pleternica","45.2886111","17.8063889","136.0"
"2729","Croatia","sracinec","46.3294444","16.2788887","141.0"
"2730","Croatia","virje","46.0672222","16.9899998","126.0"
"2731","Croatia","hvar","43.1725000","16.4427776","66.0"
"2732","Croatia","blato","42.7625000","17.4822216","185.0"
"2733","Croatia","nustar","45.3325000","18.8413887","97.0"
"2734","Croatia","matulji","45.3616667","14.3249998","196.0"
"2735","Croatia","bedekovcina","46.0411111","15.9963884","165.0"
"2736","Croatia","ludbreg","46.2519444","16.6147213","127.0"
"2737","Cuba","havana","23.1319444","-82.3641663","5.0"
"2738","Cuba","santiago de cuba","20.0247222","-75.8219452","33.0"
"2739","Cuba","camaguey","21.3808333","-77.9169464","91.0"
"2740","Cuba","holguin","20.8872222","-76.2630539","135.0"
"2741","Cuba","guantanamo","20.1444444","-75.2091675","46.0"
"2742","Cuba","santa clara","22.4000000","-79.9666672","131.0"
"2743","Cuba","las tunas","20.9616667","-76.9511108","88.0"
"2744","Cuba","bayamo","20.3791667","-76.6433334","53.0"
"2745","Cuba","pinar del rio","22.4175000","-83.6980591","44.0"
"2746","Cuba","cienfuegos","22.1461111","-80.4355545","22.0"
"2747","Cuba","matanzas","23.0411111","-81.5774994","4.0"
"2748","Cuba","ciego de avila","21.8400000","-78.7619476","43.0"
"2749","Cuba","manzanillo","20.3433333","-77.1166687","16.0"
"2750","Cuba","sancti spiritus","21.9297222","-79.4424973","55.0"
"2751","Cuba","palma soriano","20.2172222","-75.9988861","133.0"
"2752","Cuba","cardenas","23.0375000","-81.2047195","2.0"
"2753","Cuba","moa","20.6569444","-74.9402771","10.0"
"2754","Cuba","puerto padre","21.1950000","-76.6027756","4.0"
"2755","Cuba","contramaestre","20.2977778","-76.2413864","100.0"
"2756","Cuba","guira de melena","22.7905556","-82.5052795","14.0"
"2757","Cuba","consolacion del sur","22.5047222","-83.5136108","64.0"
"2758","Cuba","guines","22.8361111","-82.0280533","60.0"
"2759","Cuba","artemisa","22.8130556","-82.7619476","44.0"
"2760","Cuba","san luis","20.1875000","-75.8508301","178.0"
"2761","Cuba","moron","22.1094444","-78.6275024","7.0"
"2762","Cuba","colon","22.7191667","-80.9058304","55.0"
"2763","Cuba","florida","21.5247222","-78.2258301","62.0"
"2764","Cuba","sagua la grande","22.8066667","-80.0755539","11.0"
"2765","Cuba","trinidad","21.8019444","-79.9841690","93.0"
"2766","Cuba","san cristobal","22.7141667","-83.0480576","41.0"
"2767","Cuba","placetas","22.3119444","-79.6533356","197.0"
"2768","Cuba","san jose de las lajas","22.9613889","-82.1511078","131.0"
"2769","Cuba","jaguey grande","22.5269444","-81.1286087","9.0"
"2770","Cuba","nuevitas","21.5452778","-77.2644424","17.0"
"2771","Cuba","banes","20.9625000","-75.7186127","48.0"
"2772","Cuba","corralillo","22.9819444","-80.5855560","36.0"
"2773","Cuba","baracoa","20.3466667","-74.4958344","1.0"
"2774","Cuba","jovellanos","22.8044444","-81.1944427","32.0"
"2775","Cuba","bauta","22.9827778","-82.5463867","66.0"
"2776","Cuba","santo domingo","22.5866667","-80.2436142","39.0"
"2777","Cuba","cabaiguan","22.0788889","-79.4991684","133.0"
"2778","Cuba","ranchuelo","22.3772222","-80.1488876","100.0"
"2779","Cuba","san antonio de los banos","22.8911111","-82.4991684","55.0"
"2780","Cuba","yaguajay","22.3272222","-79.2377777","22.0"
"2781","Cuba","manicaragua","22.1494444","-79.9736099","152.0"
"2782","Cuba","jiguani","20.3666667","-76.4272232","137.0"
"2783","Cuba","cifuentes","22.6450000","-80.0461121","75.0"
"2784","Cuba","guaimaro","21.0500000","-77.3499985","74.0"
"2785","Cuba","caibarien","22.5205556","-79.4669418","3.0"
"2786","Cuba","cumanayagua","22.1494444","-80.2022247","66.0"
"2787","Cuba","condado","21.8766667","-79.8402786","25.0"
"2788","Cuba","camajuani","22.4833333","-79.7500000","97.0"
"2789","Cuba","santiago de las vegas","22.9700000","-82.3869476","97.0"
"2790","Cuba","santa cruz del sur","20.7147222","-77.9955521","2.0"
"2791","Cuba","remedios","22.4947222","-79.5458298","26.0"
"2792","Cuba","madruga","22.9113889","-81.8561096","135.0"
"2793","Cuba","union de reyes","22.7952778","-81.5374985","53.0"
"2794","Cuba","vertientes","21.2594444","-78.1463852","67.0"
"2795","Cuba","mariel","22.9875000","-82.7536087","68.0"
"2796","Cuba","yara","20.2752778","-76.9533310","23.0"
"2797","Cuba","gibara","21.1097222","-76.1316681","1.0"
"2798","Cuba","vinales","22.6163889","-83.7077789","174.0"
"2799","Cuba","pedro betancourt","22.7272222","-81.2900009","15.0"
"2800","Cuba","cueto","20.6438889","-75.9355545","68.0"
"2801","Cuba","encrucijada","22.6169444","-79.8711090","46.0"
"2802","Cuba","rio guayabal de yateras","20.3666667","-75.0166702","456.0"
"2803","Cuba","los palacios","22.5872222","-83.2486115","34.0"
"2804","Cuba","guanajay","22.9263889","-82.6875000","116.0"
"2805","Cuba","campechuela","20.2341667","-77.2788925","14.0"
"2806","Cuba","cruces","22.3411111","-80.2666702","93.0"
"2807","Cuba","chambas","22.1927778","-78.9136124","34.0"
"2808","Cuba","perico","22.7691667","-81.0188904","33.0"
"2809","Cuba","rio cauto","20.5602778","-76.9161148","9.0"
"2810","Cuba","aguada de pasajeros","22.3850000","-80.8508301","22.0"
"2811","Cuba","calimete","22.5333333","-80.9061127","25.0"
"2812","Cuba","palmira","22.2416667","-80.3902740","65.0"
"2813","Cuba","minas","21.4833333","-77.6166687","61.0"
"2814","Cuba","esmeralda","21.8525000","-78.1169434","32.0"
"2815","Cuba","nueva gerona","21.8833333","-82.8000031","18.0"
"2816","Cuba","jaruco","23.0430556","-82.0108337","123.0"
"2817","Cuba","colombia","20.9880556","-77.4297256","59.0"
"2818","Cuba","varadero","23.1536111","-81.2513885","3.0"
"2819","Cuba","fomento","22.1038889","-79.7216644","122.0"
"2820","Cuba","bahia honda","22.9036111","-83.1591644","15.0"
"2821","Cuba","jatibonico","21.9419444","-79.1699982","94.0"
"2822","Cuba","rodas","22.3408333","-80.5572205","25.0"
"2823","Cuba","niquero","20.0430556","-77.5827789","8.0"
"2824","Cuba","guisa","20.2550000","-76.5386124","247.0"
"2825","Cuba","santa cruz del norte","23.1538889","-81.9236145","6.0"
"2826","Cuba","sagua de tanamo","20.5819444","-75.2413864","28.0"
"2827","Cuba","bejucal","22.9286111","-82.3886108","144.0"
"2828","Cuba","primero de enero","21.9469444","-78.4283371","23.0"
"2829","Cuba","jobabo","20.9691667","-76.2994461","117.0"
"2830","Cuba","sibanicu","21.2350000","-77.5263901","85.0"
"2831","Cuba","media luna","20.1419444","-77.4349976","9.0"
"2832","Cuba","abreus","22.2775000","-80.5674973","12.0"
"2833","Cuba","venezuela","21.7352778","-78.7963867","22.0"
"2834","Cuba","guane","22.2025000","-84.0875015","10.0"
"2835","Cuba","alquizar","22.8058333","-82.5841675","19.0"
"2836","Cuba","baragua","21.6966667","-78.6327744","3.0"
"2837","Cyprus","nicosia","35.1666667","33.3666649","128.0"
"2838","Cyprus","limassol","34.6750000","33.0333328","1.0"
"2839","Cyprus","larnaca","34.9166667","33.6291656","24.0"
"2840","Cyprus","famagusta","35.1250000","33.9500008","1.0"
"2841","Cyprus","paphos","34.7666667","32.4166679","32.0"
"2842","Cyprus","kyrenia","35.3416667","33.3166656","-9999.0"
"2843","Cyprus","protaras","35.0125000","34.0583344","1.0"
"2844","Cyprus","morphou","35.1980556","32.9913902","52.0"
"2845","Cyprus","aradhippou","34.9500000","33.5916672","66.0"
"2846","Cyprus","paralimni","35.0375000","33.9833336","65.0"
"2847","Cyprus","lefka","35.1105556","32.8505554","147.0"
"2848","Cyprus","yeri","35.1000000","33.4166679","150.0"
"2849","Cyprus","ypsonas","34.6833333","32.9583321","62.0"
"2850","Cyprus","dhali","35.0250000","33.4208336","250.0"
"2851","Cyprus","xeri","35.0750000","33.3208351","278.0"
"2852","Cyprus","livadhia","34.9541667","33.6291656","19.0"
"2853","Cyprus","dhromolaxia","34.8755102","33.5868378","38.0"
"2854","Cyprus","lapithos","35.3375000","33.1791649","95.0"
"2855","Cyprus","rizokarpaso","35.6000000","34.3750000","129.0"
"2856","Cyprus","dherinia","35.0666667","33.9583321","71.0"
"2857","Cyprus","emba","34.8083333","32.4249992","176.0"
"2858","Cyprus","trikomo","35.2875000","33.8916664","48.0"
"2859","Cyprus","sotira","34.7291667","32.8624992","394.0"
"2860","Cyprus","athienou","35.0666667","33.5416679","138.0"
"2861","Cyprus","avgorou","35.0375000","33.8333321","44.0"
"2862","Cyprus","liopetri","35.0083333","33.8916664","53.0"
"2863","Cyprus","kolossi","34.6708333","32.9291649","74.0"
"2864","Cyprus","pano polemidhia","34.7000000","33.0000000","76.0"
"2865","Cyprus","khlorakas","34.8041667","32.4083328","81.0"
"2866","Cyprus","xylotymbou","35.0166667","33.7500000","67.0"
"2867","Cyprus","phrenaros","35.0416667","33.9249992","77.0"
"2868","Cyprus","voroklini","34.9833333","33.6583328","30.0"
"2869","Cyprus","kiti","34.8500000","33.5750008","32.0"
"2870","Cyprus","kokkini trimithia","35.1541667","33.2000008","219.0"
"2871","Cyprus","lefkoniko","35.2583333","33.7333336","67.0"
"2872","Cyprus","moutayiaka","34.7208333","33.0999985","46.0"
"2873","Cyprus","ayia napa","34.9821331","34.0018272","-9999.0"
"2874","Cyprus","akaki","35.1333333","33.1291656","197.0"
"2875","Cyprus","lythrodhondas","34.9500000","33.2958336","461.0"
"2876","Cyprus","astromeritis","35.1416667","33.0374985","163.0"
"2877","Cyprus","peyia","34.8833333","32.3833351","128.0"
"2878","Cyprus","lympia","35.0000000","33.4625015","252.0"
"2879","Cyprus","ayios tykhonas","34.7250000","33.1416664","46.0"
"2880","Cyprus","peristerona","35.1333333","33.0791664","240.0"
"2881","Cyprus","athna","35.0583333","33.7833328","66.0"
"2882","Cyprus","pano dheftera","35.0791667","33.2625008","303.0"
"2883","Cyprus","polis","35.0366667","32.4263878","7.0"
"2884","Cyprus","kornos","34.9208333","33.3916664","316.0"
"2885","Cyprus","perivolia","34.8291667","33.5833321","18.0"
"2886","Cyprus","akhyritou","35.1000000","33.8624992","32.0"
"2887","Cyprus","kato dheftera","35.0875000","33.2791672","263.0"
"2888","Cyprus","ergates","35.0541667","33.2458344","333.0"
"2889","Cyprus","tala","34.8375000","32.4333344","240.0"
"2890","Cyprus","klirou","35.0208333","33.1791649","474.0"
"2891","Cyprus","leonarisso","35.4708333","34.1416664","156.0"
"2892","Cyprus","kyperounda","34.9375000","32.9749985","1206.0"
"2893","Cyprus","erimi","34.6791667","32.9166679","99.0"
"2894","Cyprus","kissonerga","34.8250000","32.4000015","112.0"
"2895","Cyprus","pyla","35.0291667","33.6916656","124.0"
"2896","Cyprus","psomolophou","35.0625000","33.2625008","340.0"
"2897","Cyprus","pyrgos","34.7416667","33.1833344","77.0"
"2898","Cyprus","parekklisha","34.7458333","33.1583328","130.0"
"2899","Cyprus","kophinou","34.8250000","33.3875008","169.0"
"2900","Cyprus","kakopetria","34.9916667","32.9041672","617.0"
"2901","Cyprus","mesoyi","34.8166667","32.4583321","295.0"
"2902","Cyprus","meneou","34.8500000","33.5708351","33.0"
"2903","Cyprus","pelendria","34.9000000","32.9666672","1067.0"
"2904","Cyprus","alambra","34.9916667","33.4000015","246.0"
"2905","Cyprus","kato pyrgos","35.1802778","32.6824989","80.0"
"2906","Cyprus","mosphiloti","34.9500000","33.4291649","251.0"
"2907","Cyprus","aradhiou","35.0458333","33.1958351","403.0"
"2908","Cyprus","mammari","35.1666667","33.2000008","241.0"
"2909","Cyprus","pissouri","34.6708333","32.7083321","245.0"
"2910","Cyprus","troulli","35.0333333","33.6166649","114.0"
"2911","Cyprus","psevdhas","34.9500000","33.4625015","163.0"
"2912","Cyprus","pera","35.0333333","33.2500000","426.0"
"2913","Cyprus","meniko","35.1083333","33.1416664","248.0"
"2914","Cyprus","tersephanou","34.8541667","33.5458336","92.0"
"2915","Cyprus","pakhna","34.7791667","32.7958336","746.0"
"2916","Cyprus","pano lefkara","34.8666667","33.3041649","615.0"
"2917","Cyprus","konia","34.7833333","32.4583321","169.0"
"2918","Cyprus","timi","34.7333333","32.5166664","73.0"
"2919","Cyprus","agros","34.9166667","33.0166664","1043.0"
"2920","Cyprus","evrykhou","35.0413889","32.9013901","451.0"
"2921","Cyprus","argaka","35.0644444","32.5000000","233.0"
"2922","Cyprus","alethriko","34.8611111","33.4958344","118.0"
"2923","Cyprus","mazotos","34.8083333","33.4874992","49.0"
"2924","Cyprus","polemi","34.8875000","32.5000000","434.0"
"2925","Cyprus","yiolou","34.9166667","32.4666672","332.0"
"2926","Cyprus","palodhia","34.7500000","33.0041656","222.0"
"2927","Cyprus","mitsero","35.0458333","33.1250000","389.0"
"2928","Cyprus","akrotiri","34.6041667","32.9583321","1.0"
"2929","Cyprus","tsadha","34.8416667","32.4749985","462.0"
"2930","Cyprus","pano kividhes","34.7708333","32.8416672","469.0"
"2931","Cyprus","kouklia","34.7083333","32.5750008","72.0"
"2932","Cyprus","orounda","35.1041667","33.0916672","311.0"
"2933","Cyprus","anaphotia","34.8250000","33.4625015","53.0"
"2934","Cyprus","galata","34.9958333","32.9000015","617.0"
"2935","Cyprus","kalavasos","34.7666667","33.2999992","183.0"
"2936","Cyprus","evdhimou","34.6958333","32.7625008","75.0"
"2937","Czech Republic","praha","50.0878368","14.4241323","245.0"
"2938","Czech Republic","brno","49.1952227","16.6079597","226.0"
"2939","Czech Republic","ostrava","49.8346452","18.2820435","235.0"
"2940","Czech Republic","plzen","49.7474748","13.3775873","315.0"
"2941","Czech Republic","olomouc","49.5955243","17.2517529","253.0"
"2942","Czech Republic","liberec","50.7671119","15.0561914","386.0"
"2943","Czech Republic","ceske budejovice","48.9744684","14.4743404","378.0"
"2944","Czech Republic","hradec kralove","50.2092284","15.8327684","222.0"
"2945","Czech Republic","usti nad labem","50.6607038","14.0322723","230.0"
"2946","Czech Republic","pardubice","50.0407508","15.7765903","219.0"
"2947","Czech Republic","havirov","49.7798448","18.4368801","267.0"
"2948","Czech Republic","zlin","49.2166667","17.6666660","317.0"
"2949","Czech Republic","kladno","50.1473356","14.1028509","359.0"
"2950","Czech Republic","most","50.5030069","13.6361742","235.0"
"2951","Czech Republic","karvina","49.8540031","18.5416889","274.0"
"2952","Czech Republic","frydek-mistek","49.6853662","18.3483772","297.0"
"2953","Czech Republic","opava","49.9386635","17.9025707","273.0"
"2954","Czech Republic","frydek-mistek","49.6833333","18.3500004","304.0"
"2955","Czech Republic","decin","50.7821525","14.2147818","155.0"
"2956","Czech Republic","karlovy vary","50.2327126","12.8711700","399.0"
"2957","Czech Republic","teplice","50.6403975","13.8245077","240.0"
"2958","Czech Republic","chomutov","50.4604754","13.4177856","305.0"
"2959","Czech Republic","jihlava","49.3961001","15.5912447","520.0"
"2960","Czech Republic","prostejov","49.4718784","17.1118393","229.0"
"2961","Czech Republic","prerov","49.4551090","17.4509029","246.0"
"2962","Czech Republic","jablonec nad nisou","50.7243076","15.1710768","509.0"
"2963","Czech Republic","mlada boleslav","50.4113513","14.9031849","232.0"
"2964","Czech Republic","ceska lipa","50.6855132","14.5376415","245.0"
"2965","Czech Republic","trebic","49.2149228","15.8816576","431.0"
"2966","Czech Republic","trinec","49.6776323","18.6707802","328.0"
"2967","Czech Republic","tabor","49.4144125","14.6578035","429.0"
"2968","Czech Republic","znojmo","48.8554987","16.0487976","224.0"
"2969","Czech Republic","pribram","49.6898774","14.0104256","539.0"
"2970","Czech Republic","orlova","49.8452659","18.4301109","251.0"
"2971","Czech Republic","cheb","50.0796346","12.3739214","473.0"
"2972","Czech Republic","modrany","50.0111589","14.4095993","244.0"
"2973","Czech Republic","liben","50.1081942","14.4745731","195.0"
"2974","Czech Republic","trutnov","50.5610067","15.9127035","419.0"
"2975","Czech Republic","pisek","49.3087953","14.1475029","386.0"
"2976","Czech Republic","kolin","50.0281362","15.2005682","194.0"
"2977","Czech Republic","kromeriz","49.2978514","17.3931160","215.0"
"2978","Czech Republic","sumperk","49.9652838","16.9706078","336.0"
"2979","Czech Republic","vsetin","49.3387089","17.9961910","440.0"
"2980","Czech Republic","valasske mezirici","49.4718053","17.9711266","325.0"
"2981","Czech Republic","litvinov","50.6042029","13.6181154","300.0"
"2982","Czech Republic","novy jicin","49.5943755","18.0102749","315.0"
"2983","Czech Republic","uherske hradiste","49.0697498","17.4596863","198.0"
"2984","Czech Republic","hodonin","48.8489343","17.1324444","175.0"
"2985","Czech Republic","cesky tesin","49.7461330","18.6261311","298.0"
"2986","Czech Republic","breclav","48.7589686","16.8820305","158.0"
"2987","Czech Republic","krnov","50.0896685","17.7038460","333.0"
"2988","Czech Republic","sokolov","50.1812979","12.6401024","416.0"
"2989","Czech Republic","litomerice","50.5334782","14.1318026","131.0"
"2990","Czech Republic","havlickuv brod","49.6078493","15.5806866","464.0"
"2991","Czech Republic","chrudim","49.9510923","15.7955761","260.0"
"2992","Czech Republic","strakonice","49.2614066","13.9023714","403.0"
"2993","Czech Republic","koprivnice","49.5994713","18.1448002","356.0"
"2994","Czech Republic","klatovy","49.3955201","13.2950544","434.0"
"2995","Czech Republic","bohumin","49.9041062","18.3575459","216.0"
"2996","Czech Republic","stary bohumin","49.9166667","18.3333340","205.0"
"2997","Czech Republic","jindrichuv hradec","49.1440447","15.0030079","440.0"
"2998","Czech Republic","vyskov","49.2774693","16.9989738","263.0"
"2999","Czech Republic","cerny most","50.1047537","14.5797377","229.0"
"3000","Czech Republic","kutna hora","49.9483885","15.2681646","230.0"
"3001","Czech Republic","nachod","50.4167046","16.1628876","358.0"
"3002","Czech Republic","jirkov","50.4997930","13.4476900","289.0"
"3003","Czech Republic","blansko","49.3630357","16.6444588","323.0"
"3004","Czech Republic","zatec","50.3271690","13.5457735","207.0"
"3005","Czech Republic","hranice","49.5479644","17.7346916","274.0"
"3006","Czech Republic","melnik","50.3504968","14.4741077","182.0"
"3007","Czech Republic","louny","50.3569886","13.7966747","228.0"
"3008","Czech Republic","otrokovice","49.2093401","17.5394421","219.0"
"3009","Czech Republic","otrokovice","49.2166667","17.5166664","207.0"
"3010","Czech Republic","branik","50.0359737","14.4123459","247.0"
"3011","Czech Republic","bruntal","49.9884449","17.4647026","582.0"
"3012","Czech Republic","kadan","50.3833333","13.2666664","298.0"
"3013","Czech Republic","kadan","50.3759833","13.2713079","298.0"
"3014","Czech Republic","beroun","49.9638234","14.0719967","215.0"
"3015","Czech Republic","uhersky brod","49.0251299","17.6471500","243.0"
"3016","Czech Republic","svitavy","49.7559371","16.4682922","426.0"
"3017","Czech Republic","kralupy nad vltavou","50.2410709","14.3114948","179.0"
"3018","Czech Republic","roznov pod radhostem","49.4585271","18.1430206","418.0"
"3019","Czech Republic","ostrov","50.3059247","12.9390678","445.0"
"3020","Czech Republic","ceska trebova","49.9043648","16.4441299","372.0"
"3021","Czech Republic","pelhrimov","49.4313373","15.2233572","534.0"
"3022","Czech Republic","rakovnik","50.1037005","13.7333994","341.0"
"3023","Czech Republic","neratovice","50.2592585","14.5175943","147.0"
"3024","Czech Republic","jicin","50.4372262","15.3516245","266.0"
"3025","Czech Republic","benesov","49.7816247","14.6869678","350.0"
"3026","Czech Republic","dvur kralove nad labem","50.4317220","15.8140211","286.0"
"3027","Czech Republic","varnsdorf","50.9115440","14.6182346","367.0"
"3028","Czech Republic","letnany","50.1333333","14.5166664","267.0"
"3029","Czech Republic","bilina","50.5485414","13.7753468","371.0"
"3030","Czech Republic","bilina kyselka","50.5500000","13.7666664","227.0"
"3031","Czech Republic","klasterec nad ohri","50.3844523","13.1712780","328.0"
"3032","Czech Republic","prosek","50.1166667","14.5000000","272.0"
"3033","Czech Republic","brandys nad labem-stara boleslav","50.1870907","14.6632566","205.0"
"3034","Denmark","copenhagen","55.6776812","12.5709343","4.0"
"3035","Denmark","arhus","56.1567366","10.2107620","1.0"
"3036","Denmark","odense","55.3959381","10.3883133","10.0"
"3037","Denmark","aalborg","57.0479990","9.9187012","1.0"
"3038","Denmark","frederiksberg","55.6793750","12.5346279","6.0"
"3039","Denmark","esbjerg","55.4666667","8.4499998","14.0"
"3040","Denmark","randers","56.4666667","10.0500002","10.0"
"3041","Denmark","kolding","55.4903995","9.4721651","4.0"
"3042","Denmark","vejle","55.7092707","9.5357037","5.0"
"3043","Denmark","horsens","55.8606582","9.8503370","9.0"
"3044","Denmark","hvidovre","55.6571864","12.4736395","5.0"
"3045","Denmark","greve","55.5833333","12.3000002","1.0"
"3046","Denmark","herning","56.1393151","8.9737806","52.0"
"3047","Denmark","roskilde","55.6415192","12.0803471","44.0"
"3048","Denmark","silkeborg","56.1697004","9.5450811","19.0"
"3049","Denmark","naestved","55.2299179","11.7609177","18.0"
"3050","Denmark","ballerup","55.7316457","12.3632832","34.0"
"3051","Denmark","charlottenlund","55.7500000","12.5833330","1.0"
"3052","Denmark","fredericia","55.5656763","9.7525654","-9999.0"
"3053","Denmark","horsholm","55.8833333","12.5000000","40.0"
"3054","Denmark","helsingor","56.0360649","12.6136026","1.0"
"3055","Denmark","viborg","56.4531891","9.4020119","31.0"
"3056","Denmark","koge","55.4580174","12.1821375","2.0"
"3057","Denmark","holstebro","56.3600916","8.6160707","18.0"
"3058","Denmark","slagelse","55.4027616","11.3545904","50.0"
"3059","Denmark","taastrup","55.6517326","12.2921562","16.0"
"3060","Denmark","albertslund","55.6569140","12.3638144","11.0"
"3061","Denmark","rodovre","55.6806211","12.4537325","16.0"
"3062","Denmark","hillerod","55.9266656","12.3109102","51.0"
"3063","Denmark","svendborg","55.0598194","10.6067715","5.0"
"3064","Denmark","sonderborg","54.9092625","9.8073654","14.0"
"3065","Denmark","hjorring","57.4641694","9.9822912","41.0"
"3066","Denmark","holbaek","55.7166667","11.7166672","1.0"
"3067","Denmark","frederikshavn","57.4407347","10.5366077","1.0"
"3068","Denmark","haderslev","55.2537706","9.4898233","11.0"
"3069","Denmark","skive","56.5666667","9.0333328","5.0"
"3070","Denmark","glostrup","55.6666667","12.3999996","20.0"
"3071","Denmark","ringsted","55.4425992","11.7901058","55.0"
"3072","Denmark","stenlose","55.7682812","12.1972275","17.0"
"3073","Denmark","ishoj","55.6154254","12.3518190","2.0"
"3074","Denmark","birkerod","55.8475902","12.4279079","45.0"
"3075","Denmark","farum","55.8085815","12.3606596","31.0"
"3076","Denmark","nykobing falster","54.7690581","11.8742466","5.0"
"3077","Denmark","aabenraa","55.0443427","9.4174070","1.0"
"3078","Denmark","kalundborg","55.6833333","11.1000004","5.0"
"3079","Denmark","nyborg","55.3127356","10.7896366","4.0"
"3080","Denmark","lillerod","55.8749617","12.3457899","49.0"
"3081","Denmark","korsor","55.3299256","11.1385698","-9999.0"
"3082","Denmark","solrod strand","55.5328507","12.2222691","1.0"
"3083","Denmark","ikast","56.1388309","9.1576834","77.0"
"3084","Denmark","frederikssund","55.8395636","12.0689592","17.0"
"3085","Denmark","grenaa","56.4157827","10.8782454","5.0"
"3086","Denmark","nakskov","54.8333333","11.1499996","3.0"
